"type","condition1","condition2","trialNo","target","stim1","stim2","stim3","stim4","stim5","stim6","key","ITI","presTime","ISI","presTimeS2","stimFormat","title","content","trialText","button1","feedbackIncorrect","feedbackTime","random","randomBlock","subjectGroup","timestamp","responses","RTs","correct","turkID","age","sex","education","handedness","sexOrientation","ethnicity","other1","other2","other3","other4","other5","browser","version","screenWidth","screenHeight","OS","OS_lang","calibration","ip","code"
"test","immoral","scenario1",14,"How morally wrong would it be for Heinz to. . . blackmail someone for the money?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,1,2,119818,5,7093,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","impossible","scenario1",12,"How morally wrong would it be for Heinz to. . . get the money by clapping?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,1,2,125520,1,5700,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","immoral","scenario1",15,"How morally wrong would it be for Heinz to. . . commit credit card fraud?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,1,2,127994,5,2473,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","possible","scenario1",5,"How morally wrong would it be for Heinz to. . . borrow the money from a bank?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,1,2,130567,1,2571,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","possible","scenario1",2,"How morally wrong would it be for Heinz to. . . use a generic medication instead?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,1,2,132979,1,2410,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","irrational","scenario1",23,"How morally wrong would it be for Heinz to. . . go on strike until wages increase?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,1,2,138711,3,5730,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","impossible","scenario1",10,"How morally wrong would it be for Heinz to. . . make the money time traveling?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,1,2,143153,1,4440,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","improbable","scenario1",20,"How morally wrong would it be for Heinz to. . . discover a cheap new medicine?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,1,2,144998,1,1843,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","irrational","scenario1",21,"How morally wrong would it be for Heinz to. . . sell his own medication?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,1,2,147135,1,2134,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","possible","scenario1",4,"How morally wrong would it be for Heinz to. . . enroll in federal healthcare?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,1,2,149297,1,2158,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","possible","scenario1",8,"How morally wrong would it be for Heinz to. . . sell an extra car for the money?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,1,2,151290,1,1991,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","impossible","scenario1",9,"How morally wrong would it be for Heinz to. . . be given the money by a turtle?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,1,2,153577,1,2286,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","improbable","scenario1",19,"How morally wrong would it be for Heinz to. . . receive the money from a stranger?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,1,2,155708,1,2129,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","possible","scenario1",3,"How morally wrong would it be for Heinz to. . . buy a different insurance plan?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,1,2,157521,1,1812,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","improbable","scenario1",17,"How morally wrong would it be for Heinz to. . . be  given the medicine by  a doctor?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,1,2,160383,1,2860,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","improbable","scenario1",18,"How morally wrong would it be for Heinz to. . . inherit money from a close relative?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,1,2,162273,1,1889,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","possible","scenario1",6,"How morally wrong would it be for Heinz to. . . be given the money by a friend?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,1,2,163961,1,1687,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","irrational","scenario1",22,"How morally wrong would it be for Heinz to. . . sell all his clothes for money?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,1,2,165596,1,1634,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","possible","scenario1",1,"How morally wrong would it be for Heinz to. . . sell some of his stocks or bonds?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,1,2,167259,1,1662,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","possible","scenario1",7,"How morally wrong would it be for Heinz to. . . loan the money from his family?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,1,2,169345,1,2085,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","immoral","scenario1",16,"How morally wrong would it be for Heinz to. . . get the medicine by stealing?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,1,2,173257,5,3911,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","irrational","scenario1",24,"How morally wrong would it be for Heinz to. . . try random other medicines?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,1,2,175397,1,2139,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","impossible","scenario1",11,"How morally wrong would it be for Heinz to. . . grow the money on a tree?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,1,2,177489,1,2091,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","immoral","scenario1",13,"How morally wrong would it be for Heinz to. . . steal the money from his work?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,1,2,180429,5,2939,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","impossible","scenario2",33,"How morally wrong would it be for Josh to. . . get a new car by thinking?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,2,2,203383,6,5041,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","improbable","scenario2",43,"How morally wrong would it be for Josh to. . . get a stranger to drive him?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,2,2,205919,1,2534,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","immoral","scenario2",40,"How morally wrong would it be for Josh to. . . sneak onto public transportation?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,2,2,209201,4,3281,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","irrational","scenario2",46,"How morally wrong would it be for Josh to. . . sell car for ride to airport?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,2,2,212071,1,2869,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","possible","scenario2",28,"How morally wrong would it be for Josh to. . . request aiport shuttle pickup?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,2,2,213759,1,1687,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","possible","scenario2",31,"How morally wrong would it be for Josh to. . . call a friend for a ride?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,2,2,215541,1,1781,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","irrational","scenario2",48,"How morally wrong would it be for Josh to. . . try to run there in time?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,2,2,217277,1,1735,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","improbable","scenario2",41,"How morally wrong would it be for Josh to. . . beckon a friend passing by?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,2,2,219138,1,1860,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","impossible","scenario2",34,"How morally wrong would it be for Josh to. . . ride a cat to the airport?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,2,2,222217,6,3078,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","possible","scenario2",26,"How morally wrong would it be for Josh to. . . ask the gas station clerk for help?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,2,2,225305,1,3087,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","possible","scenario2",27,"How morally wrong would it be for Josh to. . . take the public bus there?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,2,2,226923,1,1617,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","impossible","scenario2",35,"How morally wrong would it be for Josh to. . . teleport himself to the airport?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,2,2,229483,6,2559,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","immoral","scenario2",39,"How morally wrong would it be for Josh to. . . take another driver hostage?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,2,2,232291,5,2806,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","possible","scenario2",25,"How morally wrong would it be for Josh to. . . reschedule for a later flight?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,2,2,234983,1,2691,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","possible","scenario2",29,"How morally wrong would it be for Josh to. . . ask a relative to pick him up?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,2,2,236735,1,1751,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","possible","scenario2",32,"How morally wrong would it be for Josh to. . . take public transportation?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,2,2,238151,1,1415,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","possible","scenario2",30,"How morally wrong would it be for Josh to. . . hail a taxi at the intersection?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,2,2,240079,1,1927,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","immoral","scenario2",38,"How morally wrong would it be for Josh to. . . take a taxi without paying?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,2,2,243059,5,2979,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","impossible","scenario2",36,"How morally wrong would it be for Josh to. . . levitate and fly to the airport?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,2,2,245751,6,2691,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","immoral","scenario2",37,"How morally wrong would it be for Josh to. . . steal another person's car?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,2,2,248613,5,2861,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","irrational","scenario2",47,"How morally wrong would it be for Josh to. . . pay 1000 dollars for a ride?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,2,2,252325,5,3711,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","improbable","scenario2",42,"How morally wrong would it be for Josh to. . . convince airport to delay flight?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,2,2,256479,4,4153,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","improbable","scenario2",44,"How morally wrong would it be for Josh to. . . arrange for a private plane?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,2,2,259053,1,2573,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","irrational","scenario2",45,"How morally wrong would it be for Josh to. . . book a flight for next year?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,2,2,260687,1,1633,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","impossible","scenario3",58,"How morally wrong would it be for Brian to. . . use some monopoly money instead?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,3,2,274907,5,3967,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","impossible","scenario3",60,"How morally wrong would it be for Brian to. . . get the money by sneezing a lot?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,3,2,276891,5,1983,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","impossible","scenario3",59,"How morally wrong would it be for Brian to. . . take pictures of missing bills?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,3,2,279936,5,3043,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","immoral","scenario3",64,"How morally wrong would it be for Brian to. . . give new customers incorrect change?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,3,2,283007,5,3069,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","possible","scenario3",56,"How morally wrong would it be for Brian to. . . write a check for $50.75?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,3,2,286601,1,3593,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","irrational","scenario3",69,"How morally wrong would it be for Brian to. . . close the store five hours early?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,3,2,290275,5,3673,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","improbable","scenario3",67,"How morally wrong would it be for Brian to. . . get a child to donate the money?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,3,2,292577,5,2301,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","possible","scenario3",50,"How morally wrong would it be for Brian to. . . ask other employees what to do?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,3,2,295767,1,3189,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","possible","scenario3",52,"How morally wrong would it be for Brian to. . . sell something he owns for money?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,3,2,298397,1,2629,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","immoral","scenario3",62,"How morally wrong would it be for Brian to. . . steal money from a coworker?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,3,2,300676,5,2278,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","possible","scenario3",54,"How morally wrong would it be for Brian to. . . add in money from his daily tips?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,3,2,303819,1,3141,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","irrational","scenario3",72,"How morally wrong would it be for Brian to. . . discount food to encourage tipping?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,3,2,308441,3,4621,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","possible","scenario3",49,"How morally wrong would it be for Brian to. . . explain the situation to his boss?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,3,2,310915,1,2473,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","improbable","scenario3",68,"How morally wrong would it be for Brian to. . . receive a 100 dollar tip?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,3,2,312812,1,1896,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","possible","scenario3",51,"How morally wrong would it be for Brian to. . . get a payday advance loan?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,3,2,314525,1,1711,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
"test","improbable","scenario3",65,"How morally wrong would it be for Brian to. . . find the money on the ground?","Totally morally fine","Somewhat morally fine","In between","Somewhat morally wrong","Totally morally wrong","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,3,2,316611,1,2085,0,1,34,"female",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",46,1280,800,"Windows","en-US",0.89,NA,"9iihwXGlzAVzPInX"
