"type","condition1","condition2","trialNo","target","stim1","stim2","stim3","stim4","stim5","stim6","key","ITI","presTime","ISI","presTimeS2","stimFormat","title","content","trialText","button1","feedbackIncorrect","feedbackTime","random","randomBlock","subjectGroup","timestamp","responses","RTs","correct","turkID","age","sex","education","handedness","sexOrientation","ethnicity","other1","other2","other3","other4","other5","browser","version","screenWidth","screenHeight","OS","OS_lang","calibration","ip","code"
"test","improbable","scenario1",20,"How likely is Heinz to. . . discover a cheap new medicine?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,1,1,519835,5,2693,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","immoral","scenario1",13,"How likely is Heinz to. . . steal the money from his work?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,1,1,523647,4,3810,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","possible","scenario1",3,"How likely is Heinz to. . . buy a different insurance plan?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,1,1,526579,3,2931,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","impossible","scenario1",12,"How likely is Heinz to. . . get the money by clapping?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,1,1,528735,5,2154,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","possible","scenario1",1,"How likely is Heinz to. . . sell some of his stocks or bonds?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,1,1,533299,3,4562,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","improbable","scenario1",18,"How likely is Heinz to. . . inherit money from a close relative?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,1,1,535871,4,2570,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","immoral","scenario1",16,"How likely is Heinz to. . . get the medicine by stealing?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,1,1,538823,4,2951,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","irrational","scenario1",23,"How likely is Heinz to. . . go on strike until wages increase?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,1,1,541498,5,2673,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","improbable","scenario1",17,"How likely is Heinz to. . . be  given the medicine by  a doctor?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,1,1,544555,4,3055,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","possible","scenario1",8,"How likely is Heinz to. . . sell an extra car for the money?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,1,1,547740,3,3182,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","immoral","scenario1",15,"How likely is Heinz to. . . commit credit card fraud?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,1,1,550541,4,2798,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","possible","scenario1",5,"How likely is Heinz to. . . borrow the money from a bank?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,1,1,554232,3,3689,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","irrational","scenario1",22,"How likely is Heinz to. . . sell all his clothes for money?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,1,1,557470,5,3236,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","immoral","scenario1",14,"How likely is Heinz to. . . blackmail someone for the money?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,1,1,560487,4,3016,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","possible","scenario6",124,"How likely is Brad to. . . find a river for fresh water and fish?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,6,1,573951,1,3207,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","impossible","scenario6",130,"How likely is Brad to. . . make new jackets from pine trees?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,6,1,576999,5,3047,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","possible","scenario6",126,"How likely is Brad to. . . build a large fire to alert rescuers?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,6,1,581180,1,4180,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","immoral","scenario6",136,"How likely is Brad to. . . kill his friend's pet dog for food?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,6,1,585984,5,4802,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","immoral","scenario6",133,"How likely is Brad to. . . secretly take his friends' food?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,6,1,589146,4,3159,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","irrational","scenario6",143,"How likely is Brad to. . . each venture off independently?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,6,1,592633,4,3486,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","impossible","scenario6",131,"How likely is Brad to. . . alert airplanes overhead  by yelling?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,6,1,596483,5,3848,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","impossible","scenario6",132,"How likely is Brad to. . . grind up rocks for food and water?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,6,1,599130,5,2645,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","irrational","scenario6",144,"How likely is Brad to. . . eat all their food immediately?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,6,1,602640,4,3509,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","improbable","scenario6",138,"How likely is Brad to. . . find stream showing the path out?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,6,1,605901,2,3260,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","possible","scenario6",128,"How likely is Brad to. . . be found by the rescue crew?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,6,1,609235,2,3332,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","impossible","scenario6",129,"How likely is Brad to. . . use his mind to keep everyone warm?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,6,1,612285,5,3047,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","immoral","scenario6",135,"How likely is Brad to. . . rob other hikers they meet?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,6,1,614898,5,2612,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","improbable","scenario6",140,"How likely is Brad to. . . find an abandoned bear cave?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,6,1,620120,3,5220,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","possible","scenario6",127,"How likely is Brad to. . . create a shelter to stay warm?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,6,1,624637,1,4516,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","possible","scenario6",123,"How likely is Brad to. . . alert rescuers with emergency flares?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,6,1,627176,2,2538,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","possible","scenario6",125,"How likely is Brad to. . . get more food by hunting and fishing?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,6,1,630248,2,3071,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","possible","scenario6",121,"How likely is Brad to. . . stay put and wait for help?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,6,1,634334,1,4084,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","possible","scenario6",122,"How likely is Brad to. . . follow a river out of the wilderness?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,6,1,640654,2,6319,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","improbable","scenario6",139,"How likely is Brad to. . . meet a former expedition guide?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,6,1,643408,5,2752,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","immoral","scenario6",134,"How likely is Brad to. . . leave the weakest people behind?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,6,1,647426,5,4016,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","irrational","scenario6",141,"How likely is Brad to. . . go hunting for water buffalo?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,6,1,650220,5,2793,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","improbable","scenario6",137,"How likely is Brad to. . . find thermal vent to keep warm?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,6,1,653266,5,3044,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","irrational","scenario6",142,"How likely is Brad to. . . eat random berries and leaves?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,6,1,656096,4,2828,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","improbable","scenario3",67,"How likely is Brian to. . . get a child to donate the money?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,3,1,667205,5,2530,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","immoral","scenario3",62,"How likely is Brian to. . . steal money from a coworker?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,3,1,669948,5,2741,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","irrational","scenario3",71,"How likely is Brian to. . . try to invent new pastries?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,3,1,671782,5,1832,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","immoral","scenario3",64,"How likely is Brian to. . . give new customers incorrect change?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,3,1,675110,4,3326,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","possible","scenario3",50,"How likely is Brian to. . . ask other employees what to do?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,3,1,678077,2,2965,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","possible","scenario3",51,"How likely is Brian to. . . get a payday advance loan?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,3,1,681027,4,2949,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","impossible","scenario3",58,"How likely is Brian to. . . use some monopoly money instead?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,3,1,683340,5,2312,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","immoral","scenario3",63,"How likely is Brian to. . . lie about how much the bakery sold?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,3,1,687311,3,3969,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","possible","scenario3",56,"How likely is Brian to. . . write a check for $50.75?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,3,1,690133,2,2820,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","possible","scenario3",52,"How likely is Brian to. . . sell something he owns for money?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,3,1,693244,4,3110,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","improbable","scenario3",65,"How likely is Brian to. . . find the money on the ground?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,3,1,696032,3,2785,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","irrational","scenario3",69,"How likely is Brian to. . . close the store five hours early?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,3,1,698772,5,2737,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","impossible","scenario3",60,"How likely is Brian to. . . get the money by sneezing a lot?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,3,1,701261,5,2487,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","possible","scenario3",49,"How likely is Brian to. . . explain the situation to his boss?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,3,1,704009,1,2747,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","improbable","scenario3",68,"How likely is Brian to. . . receive a 100 dollar tip?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,3,1,707546,5,3535,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","improbable","scenario3",66,"How likely is Brian to. . . discover the money is in his pocket?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,3,1,710450,4,2903,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","possible","scenario3",54,"How likely is Brian to. . . add in money from his daily tips?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,3,1,715466,2,5015,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","irrational","scenario3",70,"How likely is Brian to. . . pay with his retirement fund?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,3,1,718027,5,2558,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","irrational","scenario3",72,"How likely is Brian to. . . discount food to encourage tipping?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,3,1,721268,4,3239,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","possible","scenario3",55,"How likely is Brian to. . . borrow money from a friend?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,3,1,724016,3,2745,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","impossible","scenario3",57,"How likely is Brian to. . . turn the cash register invisible?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,3,1,726619,5,2600,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","impossible","scenario3",59,"How likely is Brian to. . . take pictures of missing bills?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,3,1,729474,5,2854,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","possible","scenario3",53,"How likely is Brian to. . . use money from his own wallet?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,3,1,732192,2,2715,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","immoral","scenario3",61,"How likely is Brian to. . . overcharge the next customers?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,3,1,734491,3,2298,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","irrational","scenario5",118,"How likely is Mary to. . . look under the lunchroom tables?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,5,1,748143,3,2651,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","improbable","scenario5",113,"How likely is Mary to. . . discover her teacher is absent?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,5,1,751347,4,3201,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","improbable","scenario5",115,"How likely is Mary to. . . remember she has an extra copy?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,5,1,755347,3,3998,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","irrational","scenario5",119,"How likely is Mary to. . . turn in a completely blank page?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,5,1,757557,5,2207,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","possible","scenario5",97,"How likely is Mary to. . . run home to get her homework?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,5,1,760601,2,3042,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
"test","possible","scenario5",100,"How likely is Mary to. . . ask her mom what she should do?","Very likely","Somewhat likely","In between","Somewhat unlikely","Very unlikely","Not applicable","na",600,"na","na","na","survey","na","na","na","na","na","na",1,5,1,763219,2,2617,0,33,46,"male",4,"right-handed",NA,NA,NA,NA,NA,NA,NA,"Firefox",38,1920,1080,"Windows","en-US",0.72,NA,"jglS2aF1K6n8kLsB"
